locus_tag,gene_name,synonyms,gene_product,COG,regulator,uniprot,start,end,strand,essential,core_genome,iML1515,oxidizeME,DGF_strain,MS57,pseudogene,y_ome,k_eff,schmidt_prot_med,heckmann_prot_med,proteomics,p1k,p1k_ctrl_log_tpm,p1k_median_log_tpm,p1k_mad_log_tpm,in_iM
b0860,artJ,artJ,L-arginine ABC transporter periplasmic binding protein,Amino acid transport and metabolism,"RpoD,ArgR",P30860,899844,900575,-,False,False,True,True,False,True,False,False,True,4351.5,3854.0,True,True,9.9506983815,8.92956922,1.2053356292544013,True
b0861,artM,artM,L-arginine ABC transporter membrane subunit ArtM,Inorganic ion transport and metabolism,"RpoD,RpoS,ArgR,ppGpp",P0AE30,900866,901534,-,False,False,True,True,False,True,False,False,False,,,False,True,6.3562421045,6.312905493,0.5390439985896001,True
b0862,artQ,artQ,L-arginine ABC transporter membrane subunit ArtQ,Inorganic ion transport and metabolism,"RpoD,RpoS,ArgR,ppGpp",P0AE34,901534,902250,-,False,False,True,True,False,True,False,False,True,,140.0,True,True,6.328828551499999,6.3366084116607775,0.5657518895542683,True
b0863,artI,artI,putative ABC transporter periplasmic binding protein ArtI,Amino acid transport and metabolism,"RpoD,RpoS,ArgR,Lrp",P30859,902257,902988,-,False,False,True,True,False,True,False,True,True,2145.0,970.0,True,True,8.134426638499999,7.8868711089999985,0.6542528400870001,True
b0864,artP,artP,L-arginine ABC transporter ATP binding subunit,Inorganic ion transport and metabolism,"RpoD,RpoS,ArgR,Lrp",P0AAF6,903006,903734,-,False,False,True,True,False,True,False,False,True,574.0,323.0,True,True,7.587084070499999,7.316250217531676,0.7172074171093354,True
b0865,ybjP,ybjP,DUF3828 domain-containing lipoprotein YbjP,Cell wall/membrane/envelope biogenesis,"YbaQ,RpoS,ppGpp,Nac",P75818,903952,904467,-,False,False,False,False,False,True,False,True,True,1964.5,332.0,True,True,8.2628909195,7.537092009,1.5728396187713989,True
b0866,ybjQ,ybjQ,putative heavy metal binding protein YbjQ,Function unknown,"ppGpp,Nac",P0A8C1,904593,904916,+,False,False,False,False,False,True,False,True,True,92.0,462.0,True,True,6.6508007825,7.014800919,0.7119788229161991,False
b0867,amiD,amiD;ybjR,N-acetylmuramoyl-L-alanine amidase D,Defense mechanisms,,P75820,904913,905743,+,False,False,True,False,False,True,False,False,False,48.5,,True,True,6.3985617845,6.044576907000001,0.6805999823573998,False
b0868,ybjS,ybjS,putative NAD(P)H-binding oxidoreductase with NAD(P)-binding Rossmann-fold domain,Cell wall/membrane/envelope biogenesis,"ppGpp,Lrp",P75821,905740,906753,-,False,False,False,False,False,True,False,True,False,9.0,,True,True,6.595705503,5.318982763999999,0.6501668982690011,False
b0869,ybjT,ybjT,putative NAD(P)-dependent oxidoreductase YbjT,Carbohydrate transport and metabolism,,P75822,906852,908282,-,False,False,False,False,False,True,False,True,False,1.5,,True,True,5.5568218285,5.445061915,0.4330141614557323,False
b0870,ltaE,ltaE;ybjU,low-specificity L-threonine aldolase,Amino acid transport and metabolism,ppGpp,P75823,908293,909294,-,False,False,True,True,False,True,False,False,True,354.0,478.0,True,True,6.952892984,6.763895045,0.4468492084811999,True
b0871,poxB,poxB,pyruvate oxidase,Energy production and conversion,"RpoD,SoxS,RpoS,MarA,Cra,NarP,ppGpp,NsrR,OxyR,NarL,Fnr",P07003,909331,911049,-,False,False,True,True,True,True,False,False,True,384.0,267.0,True,True,7.268855542,6.5319378110000015,1.984102879390801,True
b0872,hcr,hcr;ybjV,NADH oxidoreductase,Energy production and conversion,"RpoE,NarP,NsrR,OxyR,NarL,Fnr",P75824,911182,912150,-,False,False,False,False,True,True,False,False,False,,,False,True,0.9257900085,1.8289646912313453,0.9438274346787924,True
b0873,hcp,hcp;ybjW,protein S-nitrosylase,Energy production and conversion,"RpoE,NarP,NsrR,OxyR,NarL,Fnr",P75825,912162,913814,-,False,False,False,False,True,True,False,False,False,,,False,True,1.1931466745,1.5408264182395484,0.7344170323632422,True
b0874,lysO,lysO;ybjE,L-lysine exporter,Function unknown,"RpoD,ArgR,ppGpp",P75826,913958,914857,-,False,False,True,False,True,True,False,False,False,,,False,True,6.10222409,5.1918285310000005,1.1696766233123992,True
b0875,aqpZ,aqpZ;bniP,water channel AqpZ,Carbohydrate transport and metabolism,,P60844,915352,916047,-,False,False,True,True,True,True,False,False,False,,,False,True,3.687637526,4.012216914,0.8555884582433991,True
b0876,ybjD,ybjD,DUF2813 domain-containing protein YbjD,"Replication, recombination and repair",,P75828,916473,918131,+,False,False,False,False,True,True,False,True,False,0.0,,True,True,5.299649562000001,4.759333296,0.5572258370171294,True
b0877,ybjX,ybjX,DUF535 domain-containing protein YbjX,Function unknown,"Lrp,Nac",P75829,918128,919120,-,False,False,False,False,True,True,False,True,True,1.0,224.0,True,True,7.356482387,7.430389677000001,0.7368366371477987,True
b0878,macA,macA;ybjY,ABC-type tripartite efflux pump membrane fusion protein,Cell wall/membrane/envelope biogenesis,Nac,P75830,919235,920350,+,False,False,False,False,True,True,False,False,True,48.5,142.0,True,True,5.739259242499999,5.529660214,0.4859477612863642,False
b0879,macB,macB;ybjZ,ABC-type tripartite efflux pump ATP binding/membrane subunit,Defense mechanisms,,P75831,920347,922293,+,False,False,False,False,True,True,False,False,False,,,False,True,4.422969904,4.761903261287157,0.4245799422590619,False
b0880,cspD,cspD;cspH;ybjA,DNA replication inhibitor,Transcription,"RpoD,H-NS,Crp,MqsA,ppGpp",P0A968,922366,922590,-,False,False,False,False,True,True,False,False,True,4065.5,540.0,True,True,9.3789071065,10.07076337,1.234216082731799,True
b0881,clpS,clpS;yljA,specificity factor for ClpA-ClpP chaperone-protease complex,Function unknown,"PhoP,Lrp",P0A8Q6,922913,923233,+,False,False,False,False,True,True,False,False,False,,,False,True,7.6371180705,7.989312908,0.827450001588,True
b0882,clpA,clpA;lopD,ATP-dependent Clp protease ATP-binding subunit ClpA,"Post-translational modification, protein turnover,and chaperones","RpoD,YdcN,YeiE,ppGpp",P0ABH9,923264,925540,+,False,False,False,False,True,True,False,False,True,481.0,687.0,True,True,8.9945618315,9.109162394,0.7928871803383716,True
b0884,infA,infA,translation initiation factor IF-1,"Translation, ribosomal structure and biogenesis","RpoD,YeiE,ppGpp",P69222,926225,926443,-,True,True,False,True,True,True,False,False,True,2564.5,1643.0,True,True,10.572775515,10.13753287,1.0081092297360013,True
b0885,aat,aat;ycaA,leucyl/phenylalanyl-tRNA--protein transferase,"Post-translational modification, protein turnover,and chaperones",YeiE,P0A8P1,926728,927432,-,False,False,False,False,True,True,False,False,False,,,False,True,6.1218062495,5.94143692,0.4929105659771995,False
b0886,cydC,cydC;mdrA;mdrH;surB,glutathione/L-cysteine ABC exporter subunit CydC,Inorganic ion transport and metabolism,"RpoD,Fnr,NarL,ArcA,Lrp,fnrS",P23886,927474,929195,-,True,False,True,True,True,True,False,False,True,88.0,271.0,True,True,6.1179385535,5.728046989,0.427674231184202,False
b0887,cydD,cydD;htrD,glutathione/L-cysteine ABC exporter subunit CydD,Inorganic ion transport and metabolism,"RpoD,fnrS,Fnr,NarL,ArcA",P29018,929196,930962,-,False,False,True,True,True,True,False,False,True,47.0,258.0,True,True,4.911488631,5.266273802,0.4196670051042002,True
b0888,trxB,trxB,thioredoxin reductase,"Post-translational modification, protein turnover,and chaperones","YeiE,Lrp,Nac",P0A9P4,931085,932050,-,False,False,True,True,True,True,False,False,True,2852.0,1806.0,True,True,8.894248674,8.631760785,0.780102900754799,True
b0889,lrp,lrp;alsB;ihb;livR;oppI,DNA-binding transcriptional dual regulator Lrp,Transcription,"RpoD,YidZ,GadE,NsrR,Lrp,H-NS,ArgR,Nac,ppGpp,dsrA,gcvB,micF",P0ACJ0,932595,933089,+,False,False,False,False,True,True,False,False,True,6804.0,3298.0,True,True,10.47314696,10.14787735008601,0.5201030302337328,False
b0890,ftsK,ftsK,cell division DNA translocase FtsK,"Cell cycle control, cell division, chromosome partitioning","RpoD,YdcN,LexA,ppGpp",P46889,933224,937213,+,True,False,False,False,True,True,False,False,True,21.5,219.0,True,True,7.139495658,6.878474392999999,0.2906271809448014,False
b0891,lolA,lolA;lplA;yzzV,outer membrane lipoprotein carrier protein,Cell wall/membrane/envelope biogenesis,"RpoD,RcsB,Lrp",P61316,937372,937983,+,True,False,False,True,True,True,False,False,True,611.5,509.0,True,True,6.8484500455,7.35973231,0.4080194133623998,False
b0892,rarA,rarA;mgsA;ycaJ,recombination factor,"Replication, recombination and repair","RpoD,RcsB",P0AAZ4,937994,939337,+,False,False,False,False,True,True,False,False,False,5.0,,True,True,6.131303194999999,6.085107917,0.4026661361688002,False
b0893,serS,serS,serine--tRNA ligase,"Translation, ribosomal structure and biogenesis",Lrp,P0A8L1,939428,940720,+,True,True,False,True,True,True,False,False,True,2088.5,2355.0,True,True,9.151589081,8.872695662,0.5701929783269992,False
b0894,dmsA,dmsA,dimethyl sulfoxide reductase subunit A,Energy production and conversion,"RpoD,YciT,Fis,ModE,IHF,NarL,Fnr",P18775,940959,943403,+,False,False,True,True,True,True,False,False,False,1.5,,True,True,2.658320203,3.112486065,1.2041375431596002,True
b0895,dmsB,dmsB,dimethyl sulfoxide reductase subunit B,Energy production and conversion,"RpoD,Fis,ModE,IHF,NarL,Fnr",P18776,943414,944031,+,False,False,True,True,True,True,False,False,False,,,False,True,2.430204623,3.131869358719875,0.959412837297113,True
b0896,dmsC,dmsC,dimethyl sulfoxide reductase subunit C,Function unknown,"RpoD,Fis,ModE,IHF,NarL,Fnr",P18777,944033,944896,+,False,False,True,True,True,True,False,False,False,,,False,True,2.3333334455,3.275640572566747,0.814916992872941,True
b0897,ycaC,ycaC,putative hydrolase,"Secondary metabolites biosynthesis, transport, and catabolism","YcjW,Fnr,Nac,BaeR",P21367,944931,945557,-,False,False,False,False,True,True,False,True,False,2692.5,,True,True,7.529559755999999,6.785614807000001,2.361765718237798,True
b0898,ycaD,ycaD,putative transporter YcaD,Amino acid transport and metabolism,"ppGpp,Nac",P21503,945871,947019,+,False,False,False,False,True,True,False,True,False,,,False,True,5.1213848575,5.2941124010000005,1.023168640351004,False
b0899,ycaM,ycaM,putative transporter YcaM,Inorganic ion transport and metabolism,"ppGpp,Lrp",P75835,947229,948659,+,False,False,False,False,True,True,False,True,False,,,False,True,1.572607963,1.962783315,0.6966006567156001,False
b0900,ycaN,ycaN,putative LysR-type transcriptional regulator YcaN,Transcription,"YfeD,ppGpp,Nac",P75836,948660,949568,-,False,False,False,False,True,True,False,True,False,,,False,True,3.834774936,3.875330663,0.7760269368348006,True
b0901,ycaK,ycaK,putative NAD(P)H-dependent oxidoreductase YcaK,Function unknown,Nac,P43340,949668,950258,+,False,False,False,False,True,True,False,True,False,,,False,True,2.699318258,2.527325323582941,0.9735957357203138,True
b0902,pflA,pflA;act,pyruvate formate-lyase activating enzyme,"Post-translational modification, protein turnover,and chaperones","RpoD,ryhB",P0A9N4,950340,951080,-,False,False,True,True,True,True,False,False,True,136.0,448.0,True,True,6.774598585,6.798857813,0.6638209266906002,False
b0903,pflB,pflB;pfl,pyruvate formate-lyase,Energy production and conversion,"RpoD,YeiE,Fis,Crp,ArcA,IHF,NarL,Fnr",P09373,951272,953554,-,False,False,True,True,True,True,False,False,True,5931.0,8765.0,True,True,10.13843513,10.29394386,0.8226221222519988,True
b0904,focA,focA;ycaE,formate channel FocA,Inorganic ion transport and metabolism,"RpoD,YqhC,ArcA,Crp,IHF,NarL,Fnr",P0AC23,953609,954466,-,False,False,True,True,True,True,False,False,True,38.0,203.0,True,True,6.457403875500001,7.445001989,1.1831448196847991,True
b0905,ycaO,ycaO,ribosomal protein S12 methylthiotransferase accessory factor YcaO,Function unknown,ppGpp,P75838,954872,956632,-,False,False,True,False,True,True,False,False,True,147.5,591.0,True,True,6.7313311235,6.430674719,0.7396183342632007,False
b0906,ycaP,ycaP,DUF421 domain-containing protein YcaP,Function unknown,"YciT,ppGpp",P75839,956762,957454,+,False,False,False,False,True,True,False,True,False,12.5,,True,True,4.5218981805,4.644632261,0.995686032248415,True
b0907,serC,serC;pdxC;pdxF,phosphoserine/phosphohydroxythreonine aminotransferase,Coenzyme transport and metabolism,"RpoD,YeiE,Crp,ppGpp,Lrp",P23721,957653,958741,+,False,True,True,True,True,True,False,False,True,8362.0,7847.0,True,True,10.96138233,10.14035535,0.833909674962001,False
b0908,aroA,aroA,3-phosphoshikimate 1-carboxyvinyltransferase,Amino acid transport and metabolism,"RpoD,Crp,Lrp",P0A6D3,958812,960095,+,False,True,True,True,True,True,False,False,True,888.5,2039.0,True,True,8.542035448499998,8.369714451,0.7556759419439999,False
b0909,ycaL,ycaL,periplasmic protease YcaL,"Post-translational modification, protein turnover,and chaperones",,P43674,960264,961028,+,False,False,False,False,True,True,False,True,False,,,False,True,3.4380319935,3.5271311600891537,0.6822333777355788,False
b0910,cmk,cmk;mssA;ycaF;ycaG,cytidylate kinase,Nucleotide transport and metabolism,"RpoD,YfeC,ppGpp",P0A6I0,961201,961884,+,False,True,True,True,True,True,False,False,True,656.0,349.0,True,True,8.3803512475,8.54177660535303,0.7214069278347969,True
b0911,rpsA,rpsA;ssyF,30S ribosomal subunit protein S1,"Translation, ribosomal structure and biogenesis","RpoD,ppGpp,RpsA,DksA",P0AG67,961995,963668,+,True,True,False,True,True,True,False,False,True,17185.0,16836.0,True,True,11.548629715,11.515221333126537,0.6232292395714021,False
b0912,ihfB,ihfB;himD;hip,integration host factor subunit beta,Transcription,"RpoD,RpoS,IHF,DksA",P0A6Y1,963828,964112,+,False,False,False,False,True,True,False,False,True,4429.5,647.0,True,True,10.423586825,10.53118719,0.5566030137748182,False
b0913,ycaI,ycaI,conserved inner membrane protein YcaI,Function unknown,,P37443,964320,966584,+,False,False,False,False,True,True,False,True,False,,,False,True,2.0849883565000003,2.6429248592659,0.4407578444760236,False
b0914,msbA,msbA,ATP-binding lipopolysaccharide transport protein,Defense mechanisms,"YeiE,ppGpp,Lrp",P60752,966621,968369,+,True,True,True,True,True,True,False,False,True,122.0,456.0,True,True,6.719014999500001,6.876559027522923,0.3417799996278849,False
b0915,lpxK,lpxK;ycaH,tetraacyldisaccharide 4'-kinase,Lipid transport and metabolism,ppGpp,P27300,968366,969352,+,True,True,True,True,True,True,False,False,False,6.5,,True,True,5.5620340395,5.6505331940492045,0.4845601699340179,False
b0916,ycaQ,ycaQ,winged helix DNA-binding domain-containing protein YcaQ,Function unknown,,P75843,969389,970621,+,False,False,False,False,True,True,False,True,False,,,False,True,3.4676812185,3.684546378,0.3798245126424005,False
b0917,ycaR,ycaR,UPF0434 family protein YcaR,Function unknown,RpoD,P0AAZ7,970673,970855,+,False,False,False,False,True,True,False,True,True,1602.0,157.0,True,True,6.505224287500001,6.902106637999999,0.6308357031379122,True
b0918,kdsB,kdsB,3-deoxy-manno-octulosonate cytidylyltransferase,Cell wall/membrane/envelope biogenesis,RpoD,P04951,970852,971598,+,True,True,True,True,True,True,False,False,True,417.5,1049.0,True,True,7.3944215385,7.4213823460000015,0.3957939085884013,True
b0919,ycbJ,ycbJ,putative phosphotransferase YcbJ,Function unknown,,P0AB03,971752,972645,+,False,False,False,False,True,True,False,True,False,,,False,True,4.1684391305,4.840305586,0.9696076496399996,True
b0920,elyC,elyC;ycbC,envelope biogenesis factor,Function unknown,,P0AB01,972622,973401,-,False,False,False,False,True,True,False,True,False,,,False,True,4.516250972,4.074214917,0.5990309209887344,False
b0921,cmoM,cmoM;smtA;ycbD,tRNA cmo(5)U34 methyltransferase,"Translation, ribosomal structure and biogenesis","RpoD,H-NS",P36566,973537,974322,+,False,False,False,False,True,True,False,False,False,,,False,True,6.520356739,6.613190137,0.3966512313175822,False
b0922,mukF,mukF;kicB,chromosome partitioning protein MukF,"Cell cycle control, cell division, chromosome partitioning","RpoD,YfeC,H-NS",P60293,974319,975641,+,True,False,False,False,True,True,False,False,True,43.5,158.0,True,True,5.5095775835,6.019167968,0.445455002953255,True
b0923,mukE,mukE;kicA;ycbA,chromosome partitioning protein MukE,"Cell cycle control, cell division, chromosome partitioning","RpoD,YdcN,H-NS,ArgR",P22524,975622,976326,+,True,False,False,False,True,True,False,False,True,245.0,132.0,True,True,7.098305445000001,6.817578212999999,0.3725417516393985,False
b0924,mukB,mukB,chromosome partitioning protein MukB,"Cell cycle control, cell division, chromosome partitioning","RpoD,H-NS",P22523,976326,980786,+,True,False,False,False,True,True,False,False,True,223.5,555.0,True,True,6.9077506485,6.723396577000001,0.3736123711992013,False
b0925,ldtD,ycbB,L%2CD-transpeptidase LdtD,Cell wall/membrane/envelope biogenesis,"ppGpp,CpxR",P22525,981047,982894,+,False,False,True,False,True,True,False,False,False,,,False,True,6.2609196065,6.164753092300416,0.8156662987159967,False
b0926,ycbK,ycbK,DUF882 domain-containing protein YcbK,Function unknown,,P0AB06,983075,983623,+,False,False,False,False,True,True,False,True,False,,,False,True,9.137931055,8.89522659,0.6678384657923992,False
b0927,gloC,gloC;ycbL,hydroxyacylglutathione hydrolase GloC,Function unknown,,P75849,983650,984297,+,False,False,False,False,True,True,False,False,True,568.0,466.0,True,True,8.121158693,8.20956184,0.380441177873401,False
b0928,aspC,aspC,aspartate aminotransferase,Amino acid transport and metabolism,"Fur,Fnr,Lrp",P00509,984519,985709,-,False,True,True,True,True,True,False,False,True,7798.5,7280.0,True,True,9.66737199,9.42062361,0.5854447751165995,True
b0929,ompF,ompF;cmlB;coa;cry;tolF,outer membrane porin F,Cell wall/membrane/envelope biogenesis,"RpoD,PhoB,RstA,micF,ipeX,RpoS,Fur,IHF,EnvY,Crp,OmpR,CpxR,Nac,rybB",P02931,985894,986982,-,False,False,True,True,True,True,False,False,True,26110.0,34147.0,True,True,13.347086705,13.04693789,1.077999171648001,True
b0930,asnS,asnS;tss,asparagine--tRNA ligase,"Translation, ribosomal structure and biogenesis",YcjW,P0A8M0,987585,988985,-,True,True,False,True,True,True,False,False,True,3986.5,3600.0,True,True,9.6716548985,9.304954815,0.4889544776802008,False
b0931,pncB,pncB,nicotinate phosphoribosyltransferase,Nucleotide transport and metabolism,"RpoD,Crp,NadR,Lrp,ArcA",P18133,989154,990356,-,False,False,True,True,True,True,False,False,True,475.0,653.0,True,True,8.795274774,8.395036926,0.4585497236633896,True
b0932,pepN,pepN,aminopeptidase N,Amino acid transport and metabolism,ArcA,P04825,990622,993234,+,False,False,True,True,True,True,False,False,True,1342.5,1661.0,True,True,6.385506306,7.165089709,0.8663433053603996,True
b0933,ssuB,ssuB;ycbE,aliphatic sulfonate ABC transporter ATP binding subunit,Inorganic ion transport and metabolism,"RpoD,Fnr,ppGpp,Cbl,IHF,CysB",P0AAI1,993277,994044,-,False,False,True,True,True,True,False,False,False,,,False,True,2.721972061,2.883914677,0.6244723963162624,True
b0934,ssuC,ssuC;ycbM,aliphatic sulfonate ABC transporter membrane subunit,Inorganic ion transport and metabolism,"RpoD,Fnr,Cbl,IHF,CysB",P75851,994041,994832,-,False,False,True,True,True,True,False,False,False,,,False,True,1.431655913,1.290083568,0.5027654926853997,True
b0935,ssuD,ssuD;ycbN,FMNH2-dependent alkanesulfonate monooxygenase,Energy production and conversion,"RpoD,Fnr,Cbl,IHF,CysB",P80645,994843,995988,-,False,False,True,True,True,True,False,False,False,,,False,True,1.6714495985000002,1.943635705,0.5363937725118,True
b0936,ssuA,ssuA;ycbO,aliphatic sulfonate ABC transporter periplasmic binding protein,Inorganic ion transport and metabolism,"RpoD,YeiE,Fnr,ppGpp,Cbl,IHF,CysB",P75853,995985,996944,-,False,False,True,True,True,True,False,False,False,,,False,True,1.195166264,1.56841566,0.5539672349106,True
b0937,ssuE,ssuE;ycbP,NADPH-dependent FMN reductase,Function unknown,"RpoD,YqhC,YdhB,YihW,gcvB,Fnr,Cbl,IHF,CysB,Nac",P80644,996937,997512,-,False,False,True,True,True,True,False,False,False,,,False,True,2.1297530265,1.416192757,0.6974320068744,True
b0938,elfA,elfA;ycbQ,putative laminin-binding fimbrial subunit,Cell motility,"YqhC,Nac,SlyA",P75855,997868,998407,+,False,False,False,False,True,False,False,False,False,,,False,True,1.934343812,2.460510709,0.5810664023094004,False
b0939,elfD,elfD;ycbR,putative fimbrial chaperone ElfD,Cell motility,,P75856,998490,999191,+,False,False,False,False,True,False,False,True,False,,,False,True,0.5008203295,0.960158968,0.4646775713328001,False
b0940,elfC,elfC;ycbS,putative fimbrial usher protein ElfC,Cell motility,"YdcN,YeiE,GlaR",P75857,999216,1001816,+,False,False,False,False,True,False,False,True,False,,,False,True,2.0153384235,1.89747481,0.4566118433394001,False
b0941,elfG,elfG;ycbT,putative fimbrial-like adhesin protein,Cell motility,Nac,P75858,1001807,1002877,+,False,False,False,False,True,False,False,True,False,,,False,True,3.1275102595,3.101781363,0.5127416409461473,False
b0942,ycbU,ycbU,putative fimbrial protein YcbU,Cell motility,GlaR,P75859,1002889,1003431,+,False,False,False,False,True,False,False,True,False,,,False,True,2.367026559,2.433796547,0.646715071884,False
b0943,ycbV,ycbV,putative fimbrial protein YcbV,Cell motility,GlaR,P75860,1003439,1003954,+,False,False,False,False,True,False,False,True,False,,,False,True,2.302008004,2.4958876531830065,0.5779338995236744,False
b0944,ycbF,ycbF,putative fimbrial chaperone YcbF,Cell motility,,P40876,1003947,1004657,+,False,False,False,False,True,False,False,True,False,,,False,True,3.1101642475,3.172611889,0.4516522705758001,False
b0945,pyrD,pyrD,dihydroorotate dehydrogenase%2C type 2,Nucleotide transport and metabolism,"RpoD,PurR,Fis,ppGpp",P0A7E1,1004768,1005778,+,False,False,True,True,True,True,False,False,True,793.5,442.0,True,True,8.191367464,6.343292942000001,1.470010415193568,True
b0946,zapC,zapC;ycbW,cell division protein ZapC,"Cell cycle control, cell division, chromosome partitioning",,P75862,1005952,1006494,+,False,False,False,False,True,True,False,False,False,,,False,True,6.3469876775,6.606712708,0.7935312048090006,True
b0947,ycbX,ycbX,6-N-hydroxylaminopurine resistance protein,Energy production and conversion,,P75863,1006491,1007600,-,False,False,False,False,True,True,False,True,True,191.0,426.0,True,True,5.8618523695,6.151030361096902,0.4136119126574679,False
b0948,rlmL,rlmL;rlmK;rlmKL;ycbY,fused 23S rRNA m(2)G2445 methyltransferase and 23S rRNA m(7)G2069 methyltransferase,"Translation, ribosomal structure and biogenesis",ppGpp,P75864,1007844,1009952,+,False,True,False,True,True,True,False,False,True,79.5,258.0,True,True,6.421438173,6.035782918,0.4375221570552,False
b0949,uup,uup;ycbH;ycbI,ATP-binding protein with possible role in replication,Function unknown,ppGpp,P43672,1009964,1011871,+,False,False,False,False,True,True,False,False,True,111.5,302.0,True,True,6.606193987,6.343293434088237,0.3947620018995255,False
b0950,pqiA,pqiA;pqi5A,intermembrane transport protein PqiA,Function unknown,"RpoD,RpoS,ppGpp,MarA,SoxS",P0AFL9,1012001,1013254,+,False,False,False,False,True,True,False,True,False,,,False,True,4.512584191,4.798702356000001,0.4076949404219999,True
b0951,pqiB,pqiB;pqi5B,intermembrane transport protein PqiB,"Secondary metabolites biosynthesis, transport, and catabolism","RpoD,RpoS,MarA,SoxS",P43671,1013259,1014899,+,False,False,False,False,True,True,False,True,True,,157.0,True,True,5.6603104015,5.356966880930452,0.3964493077298441,True
b0952,pqiC,pqiC;ymbA,intermembrane transport lipoprotein PqiC,Function unknown,"RpoD,RpoS,MarA,SoxS",P0AB10,1014896,1015459,+,False,False,False,False,True,True,False,True,False,,,False,True,5.4787536645,5.590027638,0.4689867867803999,True
b0953,rmf,rmf,ribosome modulation factor,"Translation, ribosomal structure and biogenesis","ArcA,Crp,McbR,RcdA,SlyA,SdiA,ppGpp,Putrescine",P0AFW2,1015715,1015882,+,False,False,False,False,True,True,False,False,False,85.5,,True,True,10.933857884999998,11.95874883,1.7776114248480022,True
b0954,fabA,fabA,beta-hydroxyacyl-acyl carrier protein dehydratase/isomerase,Lipid transport and metabolism,"RpoD,FadR,FabR",P0A6Q3,1015952,1016470,-,True,False,True,True,True,True,False,False,True,2103.0,3664.0,True,True,9.49813472,9.671210812216817,0.7901552923132513,True
b0955,ycbZ,ycbZ,putative ATP-dependent protease YcbZ,"Post-translational modification, protein turnover,and chaperones",ppGpp,P75867,1016539,1018299,-,False,False,False,False,True,True,False,True,True,37.5,169.0,True,True,6.8529427885,6.552005767000001,0.3633712731516013,False
b0956,matP,matP;ycbG,macrodomain Ter protein,"Cell cycle control, cell division, chromosome partitioning",,P0A8N0,1018485,1018937,+,False,False,False,False,True,True,False,False,True,33.5,128.0,True,True,6.2983165785,6.554012942000001,0.4803619612340693,False
b0957,ompA,ompA;con;tolG;tut,outer membrane porin A,Cell wall/membrane/envelope biogenesis,"RpoD,rseX,YebK,micA,Crp,Nac",P0A910,1019013,1020053,-,False,False,True,True,True,True,False,False,True,102368.5,48737.0,True,True,13.91440215,13.40560553,0.4319350056420015,False
b0958,sulA,sulA;sfiA,cell division inhibitor SulA,"Cell cycle control, cell division, chromosome partitioning","RpoD,LexA,RcdA,Lrp",P0AFZ5,1020410,1020919,-,False,False,False,False,True,True,False,False,False,,,False,True,5.780992199,6.250542318,0.6218070034428003,True
b0959,sxy,sxy;tfoX;yccR,transcriptional coactivator for CRP,Transcription,"RpoD,CRP-Sxy",P75869,1021138,1021767,+,False,False,False,False,True,True,False,False,False,,,False,True,4.6891289545,5.070892592,0.5732495909952,False
b0960,yccS,yccS,putative transporter YccS,Function unknown,ppGpp,P75870,1021730,1023883,-,False,False,False,False,True,True,False,True,False,,,False,True,5.267019594000001,4.735567705,0.5429130093408008,False
b0961,yccF,yccF,conserved inner membrane protein YccF,Function unknown,"YbaQ,ppGpp",P0AB12,1023902,1024348,-,False,False,False,False,True,True,False,True,True,265.5,177.0,True,True,6.228687001999999,5.62450740573918,0.6663090463803089,False
b0962,helD,helD,DNA helicase IV,"Replication, recombination and repair",,P15038,1024471,1026525,+,False,False,False,False,True,True,False,False,True,37.5,166.0,True,True,6.063659288,5.781582235,0.4429226580239999,False
b0963,mgsA,mgsA;yccG,methylglyoxal synthase,Carbohydrate transport and metabolism,,P0A731,1026557,1027015,-,False,False,True,True,True,True,False,False,True,910.0,585.0,True,True,8.2925542605,8.361049609949305,0.5482699679053605,True
b0964,yccT,yccT,DUF2057 domain-containing protein YccT,Function unknown,"OmpR,CsgD,GlaR,ppGpp",P0A8X4,1027111,1027773,-,False,False,False,False,True,True,False,True,False,,,False,True,4.033738587,3.576779432,1.1664849665405994,False
b0965,yccU,yccU,putative CoA-binding protein with NAD(P)-binding Rossmann-fold domain,Function unknown,"GlaR,ppGpp",P75874,1027946,1028359,+,False,False,False,False,True,True,False,True,True,1913.5,469.0,True,True,7.7091617135,7.116815441665143,0.7205528746491396,False
b0966,hspQ,hspQ;yccV,heat shock protein%2C hemimethylated DNA-binding protein,Function unknown,"RpoH,Lrp",P0AB20,1028404,1028721,-,False,False,False,False,True,True,False,True,False,,,False,True,8.031122475,8.470748306789654,0.731741647836141,True
b0967,rlmI,rlmI;yccW,23S rRNA m(5)C1962 methyltransferase,"Translation, ribosomal structure and biogenesis",ppGpp,P75876,1028779,1029969,-,False,True,False,True,True,True,False,False,True,161.5,472.0,True,True,6.8473054455,6.203240372000001,0.6634924952082009,False
b0968,yccX,yccX,acylphosphatase,Energy production and conversion,,P0AB65,1030064,1030342,+,False,False,True,True,True,True,False,False,False,305.0,,True,True,5.806715049999999,5.727785225,0.6907997909199092,False
b0969,tusE,tusE;yccK,sulfur transfer protein TusE,"Translation, ribosomal structure and biogenesis",,P0AB18,1030339,1030668,-,False,True,False,True,True,True,False,False,True,,157.0,True,True,6.524735869000001,6.521405337000001,0.6186489567928144,True
